job_title,employee_residence,experience_level,employment_type,salary_in_usd
Research Scientist,US,SE,FT,205500
Research Scientist,US,SE,FT,132500
Data Analyst,US,MI,FT,75000
Data Analyst,US,MI,FT,65000
Data Engineer,US,SE,FT,121000
Data Engineer,US,SE,FT,78000
Data Engineer,US,SE,FT,160000
Data Engineer,US,SE,FT,145000
Data Scientist,CA,SE,FT,238000
Data Scientist,CA,SE,FT,156000
Data Analyst,US,SE,FT,204500
Data Analyst,US,SE,FT,138900
Machine Learning Engineer,US,SE,FT,204500
Machine Learning Engineer,US,SE,FT,142200
Data Engineer,US,SE,FT,160000
Data Engineer,US,SE,FT,120000
Data Engineer,US,SE,FT,254000
Data Engineer,US,SE,FT,200000
Data Scientist,US,SE,FT,228000
Data Scientist,US,SE,FT,136000
Data Scientist,US,SE,FT,233300
Data Scientist,US,SE,FT,155500
Data Analyst,US,SE,FT,94000
Data Analyst,US,SE,FT,81900
Data Engineer,US,SE,FT,190000
Data Engineer,US,SE,FT,140000
Data Engineer,GB,SE,FT,199000
Data Engineer,GB,SE,FT,162000
Data Analyst,GB,SE,FT,92280
Data Analyst,GB,SE,FT,67672
Data Engineer,US,SE,FT,208000
Data Engineer,US,SE,FT,109500
Data Analyst,US,EX,FT,80000
Data Analyst,US,EX,FT,70000
Business Intelligence Engineer,US,SE,FT,155000
Business Intelligence Engineer,US,SE,FT,130000
Data Analyst,US,SE,FT,169000
Data Analyst,US,SE,FT,110600
Data Scientist,US,SE,FT,190000
Data Scientist,US,SE,FT,150000
Data Scientist,US,SE,FT,154700
Data Scientist,US,SE,FT,118900
Data Engineer,US,SE,FT,232960
Data Engineer,US,SE,FT,166400
Data Scientist,US,MI,FT,156000
Data Scientist,US,MI,FT,105000
Machine Learning Engineer,CA,SE,FT,193000
Machine Learning Engineer,CA,SE,FT,143000
Data Engineer,US,SE,FT,190000
Data Engineer,US,SE,FT,140000
Data Analyst,US,SE,FT,138860
Data Analyst,US,SE,FT,119610
Data Scientist,US,SE,FT,205485
Data Scientist,US,SE,FT,156560
Data Scientist,US,MI,FT,230000
Data Scientist,US,MI,FT,175000
Machine Learning Engineer,GB,SE,FT,210600
Machine Learning Engineer,GB,SE,FT,135000
Data Scientist,US,SE,FT,265000
Data Scientist,US,SE,FT,153000
Analytics Engineer,US,SE,FT,260000
Analytics Engineer,US,SE,FT,170000
Data Engineer,US,MI,FT,105000
Data Engineer,US,MI,FT,65000
Data Engineer,US,SE,FT,157550
Data Engineer,US,SE,FT,104650
Business Intelligence Engineer,US,SE,FT,225000
Business Intelligence Engineer,US,SE,FT,156400
Data Analyst,US,SE,FT,150000
Data Analyst,US,SE,FT,125000
Data Scientist,GB,MI,FT,135000
Data Scientist,GB,MI,FT,100000
Data Analyst,US,MI,FT,100000
Data Analyst,US,MI,FT,59000
Data Scientist,GB,MI,FT,70132
Data Scientist,GB,MI,FT,51676
Data Scientist,GB,SE,FT,92280
Data Scientist,GB,SE,FT,79976
Data Scientist,US,SE,FT,225000
Data Scientist,US,SE,FT,156400
Data Analyst,US,SE,FT,144100
Data Analyst,US,SE,FT,89100
Data Engineer,US,SE,FT,185900
Data Engineer,US,SE,FT,129300
Research Engineer,US,SE,FT,140000
Research Engineer,US,SE,FT,100000
Data Scientist,US,MI,FT,145000
Data Scientist,US,MI,FT,115000
Data Engineer,US,SE,FT,193600
Data Engineer,US,SE,FT,119700
Data Analyst,US,SE,FT,94000
Data Analyst,US,SE,FT,81900
Data Scientist,US,SE,FT,164000
Data Scientist,US,SE,FT,130000
Data Engineer,US,SE,FT,190000
Data Engineer,US,SE,FT,140000
Data Scientist,US,SE,FT,323300
Data Scientist,US,SE,FT,184700
Machine Learning Engineer,US,MI,FT,180000
Machine Learning Engineer,US,MI,FT,120000
Data Analyst,US,SE,FT,93918
Data Analyst,US,SE,FT,51962
Data Scientist,US,SE,FT,150000
Data Scientist,US,SE,FT,130000
Data Engineer,CA,SE,FT,242000
Data Engineer,CA,SE,FT,134000
Machine Learning Engineer,GB,SE,FT,258800
Machine Learning Engineer,GB,SE,FT,199200
Data Scientist,US,SE,FT,201000
Data Scientist,US,SE,FT,122000
Data Analyst,US,MI,FT,110000
Data Analyst,US,MI,FT,90000
Research Engineer,US,SE,FT,141100
Research Engineer,US,SE,FT,94100
Data Engineer,US,SE,FT,210000
Data Engineer,US,SE,FT,165000
Data Engineer,US,SE,FT,185900
Data Engineer,US,SE,FT,129300
Data Scientist,US,SE,FT,140000
Data Scientist,US,SE,FT,126000
Data Scientist,US,SE,FT,170000
Data Scientist,US,SE,FT,130000
Data Engineer,GB,MI,FT,104584
Data Engineer,GB,MI,FT,92280
Analytics Engineer,US,SE,FT,208500
Analytics Engineer,US,SE,FT,165000
Data Engineer,DE,SE,FT,77737
Data Engineer,DE,SE,FT,86374
Data Scientist,US,SE,FT,185900
Data Scientist,US,SE,FT,129300
Data Scientist,US,SE,FT,225000
Data Scientist,US,SE,FT,156400
Machine Learning Engineer,US,SE,FT,309000
Machine Learning Engineer,US,SE,FT,142000
Data Scientist,US,SE,FT,225000
Data Scientist,US,SE,FT,156400
Data Analyst,US,SE,FT,204500
Data Analyst,US,SE,FT,138900
Data Scientist,US,SE,FT,185900
Data Scientist,US,SE,FT,129300
Machine Learning Engineer,US,SE,FT,323300
Machine Learning Engineer,US,SE,FT,184700
Machine Learning Engineer,US,SE,FT,247500
Machine Learning Engineer,US,SE,FT,172200
Machine Learning Scientist,GB,SE,FT,180514
Machine Learning Scientist,GB,SE,FT,108308
Data Manager,US,SE,FT,145000
Data Manager,US,SE,FT,130000
Data Engineer,GB,SE,FT,180514
Data Engineer,GB,SE,FT,108308
Machine Learning Engineer,US,SE,FT,193600
Machine Learning Engineer,US,SE,FT,119700
Data Engineer,US,SE,FT,215000
Data Engineer,US,SE,FT,150000
Business Intelligence Engineer,US,EX,FT,247500
Business Intelligence Engineer,US,EX,FT,172200
Data Scientist,GB,MI,FT,61520
Data Scientist,GB,MI,FT,49216
Machine Learning Engineer,US,SE,FT,204500
Machine Learning Engineer,US,SE,FT,142200
Data Analyst,US,SE,FT,169000
Data Analyst,US,SE,FT,110600
Machine Learning Engineer,US,SE,FT,204500
Machine Learning Engineer,US,SE,FT,142200
Machine Learning Engineer,US,SE,FT,238000
Machine Learning Engineer,US,SE,FT,173000
Business Intelligence Engineer,US,SE,FT,225000
Business Intelligence Engineer,US,SE,FT,156400
Machine Learning Engineer,US,SE,FT,204500
Machine Learning Engineer,US,SE,FT,142200
Data Scientist,US,SE,FT,225000
Data Scientist,US,SE,FT,156400
Data Scientist,US,SE,FT,185900
Data Scientist,US,SE,FT,129300
Data Engineer,GB,EX,FT,205785
Data Engineer,GB,EX,FT,123471
Data Scientist,US,SE,FT,299500
Data Scientist,US,SE,FT,245100
Data Scientist,US,SE,FT,153600
Data Scientist,US,SE,FT,106800
Data Scientist,ES,SE,FT,71259
Data Scientist,US,MI,FT,125000
Data Scientist,US,MI,FT,90000
Machine Learning Engineer,US,SE,FT,290000
Machine Learning Engineer,US,SE,FT,226000
Applied Scientist,US,SE,FT,222200
Applied Scientist,US,SE,FT,136000
Data Scientist,US,SE,FT,161000
Data Scientist,US,SE,FT,151000
Data Engineer,US,SE,FT,136994
Data Engineer,US,SE,FT,101570
Data Scientist,US,SE,FT,214500
Data Scientist,US,SE,FT,150000
Analytics Engineer,US,SE,FT,150000
Analytics Engineer,US,SE,FT,120000
Data Engineer,US,SE,FT,278300
Data Engineer,US,SE,FT,205700
Applied Scientist,US,SE,FT,185900
Applied Scientist,US,SE,FT,167310
Data Engineer,US,MI,FT,114000
Data Engineer,US,MI,FT,100000
Applied Scientist,US,SE,FT,260000
Applied Scientist,US,SE,FT,136000
Data Engineer,US,SE,FT,162000
Data Engineer,US,SE,FT,111000
Data Engineer,US,SE,FT,225500
Data Engineer,US,SE,FT,139400
Data Scientist,US,SE,FT,225000
Data Scientist,US,SE,FT,156400
Data Analyst,US,SE,FT,120350
Data Analyst,US,SE,FT,74400
Data Engineer,US,SE,FT,194000
Data Engineer,US,SE,FT,161000
Machine Learning Engineer,US,SE,FT,184950
Machine Learning Engineer,US,SE,FT,119250
Data Engineer,US,SE,FT,178500
Data Engineer,US,SE,FT,136000
Machine Learning Engineer,US,SE,FT,189000
Machine Learning Engineer,US,SE,FT,159090
Data Engineer,US,MI,FT,91000
Data Engineer,US,MI,FT,82000
Data Engineer,US,SE,FT,149076
Data Engineer,US,SE,FT,82365
Applied Scientist,US,SE,FT,192000
Applied Scientist,US,SE,FT,164000
Data Scientist,US,SE,FT,175000
Data Scientist,US,SE,FT,125000
Data Engineer,US,SE,FT,194595
Data Engineer,US,SE,FT,158000
Data Engineer,US,SE,FT,240500
Data Engineer,US,SE,FT,123700
Data Scientist,US,SE,FT,212800
Data Scientist,US,SE,FT,111600
Research Engineer,US,MI,FT,257400
Research Engineer,US,MI,FT,193500
Machine Learning Engineer,US,SE,FT,305000
Machine Learning Engineer,US,SE,FT,245000
Data Scientist,US,SE,FT,205485
Data Scientist,US,SE,FT,156560
Data Analyst,US,SE,FT,168000
Data Analyst,US,SE,FT,78400
Machine Learning Engineer,US,SE,FT,260000
Machine Learning Engineer,US,SE,FT,175000
Data Engineer,US,EX,FT,130002
Data Engineer,US,EX,FT,71908
Data Analyst,US,SE,FT,212000
Data Analyst,US,SE,FT,132000
Data Analyst,US,MI,FT,177000
Data Analyst,US,MI,FT,110000
Data Scientist,US,SE,FT,164000
Data Scientist,US,SE,FT,130000
Data Scientist,US,SE,FT,185900
Data Scientist,US,SE,FT,129300
Research Scientist,US,SE,FT,248100
Research Scientist,US,SE,FT,145900
Data Analyst,US,SE,FT,148000
Data Analyst,US,SE,FT,92000
Applied Scientist,US,SE,FT,248100
Applied Scientist,US,SE,FT,145900
Machine Learning Engineer,US,SE,FT,218000
Machine Learning Engineer,US,SE,FT,115000
Analytics Engineer,US,SE,FT,235400
Analytics Engineer,US,SE,FT,108320
Data Engineer,US,SE,FT,152375
Data Engineer,US,SE,FT,94000
Data Analyst,US,SE,FT,115934
Data Analyst,US,SE,FT,81666
Data Analyst,US,MI,FT,110000
Data Analyst,US,MI,FT,79000
Research Scientist,US,SE,FT,273400
Research Scientist,US,SE,FT,182200
Data Analyst,US,MI,FT,160000
Data Analyst,US,MI,FT,112000
Data Scientist,US,SE,FT,285000
Data Scientist,US,SE,FT,154000
Applied Scientist,US,SE,FT,220000
Applied Scientist,US,SE,FT,170000
Data Engineer,US,EX,FT,174500
Data Engineer,US,EX,FT,113000
Data Engineer,US,SE,FT,225000
Data Engineer,US,SE,FT,125000
Data Engineer,US,MI,FT,200000
Data Engineer,US,MI,FT,180000
Applied Scientist,US,MI,FT,250000
Applied Scientist,US,MI,FT,125000
Data Analyst,US,MI,FT,110000
Data Analyst,US,MI,FT,90000
Research Scientist,US,MI,FT,275000
Research Scientist,US,MI,FT,200000
Research Scientist,US,MI,FT,275000
Research Scientist,US,MI,FT,200000
Machine Learning Engineer,GB,SE,FT,258800
Machine Learning Engineer,GB,SE,FT,199200
Data Scientist,GB,SE,FT,177000
Data Scientist,GB,SE,FT,136000
Data Analyst,US,MI,FT,110000
Data Analyst,US,MI,FT,80000
Data Analyst,US,SE,FT,115000
Data Analyst,US,SE,FT,75000
Data Analyst,US,SE,FT,138860
Data Analyst,US,SE,FT,122720
Data Scientist,US,SE,FT,140000
Data Scientist,US,SE,FT,126000
Data Engineer,US,SE,FT,231500
Data Engineer,US,SE,FT,118000
Data Scientist,US,EX,FT,299500
Data Scientist,US,EX,FT,249600
Business Intelligence Engineer,US,SE,FT,185000
Business Intelligence Engineer,US,SE,FT,79600
Machine Learning Engineer,US,SE,FT,193600
Machine Learning Engineer,US,SE,FT,119700
Data Engineer,US,SE,FT,240500
Data Engineer,US,SE,FT,123700
Data Engineer,US,MI,FT,120000
Data Engineer,US,MI,FT,110000
Data Analyst,US,MI,FT,100000
Data Analyst,US,MI,FT,75000
Machine Learning Engineer,US,SE,FT,297000
Machine Learning Engineer,US,SE,FT,138000
Data Scientist,US,MI,FT,135000
Data Scientist,US,MI,FT,105000
Data Scientist,US,SE,FT,267100
Data Scientist,US,SE,FT,167200
Data Scientist,US,SE,FT,202000
Data Scientist,US,SE,FT,140000
Data Engineer,US,SE,FT,174350
Data Engineer,US,SE,FT,126800
Machine Learning Engineer,GB,SE,FT,258800
Machine Learning Engineer,GB,SE,FT,199200
Data Architect,US,SE,FT,188500
Data Architect,US,SE,FT,117000
Data Scientist,US,SE,FT,150931
Data Scientist,US,SE,FT,143250
Machine Learning Engineer,US,SE,FT,247500
Machine Learning Engineer,US,SE,FT,172200
Data Engineer,US,SE,FT,200000
Data Engineer,US,SE,FT,160000
Data Engineer,US,SE,FT,205600
Data Engineer,US,SE,FT,105700
Machine Learning Engineer,US,SE,FT,324000
Machine Learning Engineer,US,SE,FT,159000
Data Engineer,US,SE,FT,231000
Data Engineer,US,SE,FT,157250
Machine Learning Scientist,US,SE,FT,240000
Machine Learning Scientist,US,SE,FT,157250
Data Engineer,US,SE,FT,232000
Data Engineer,US,SE,FT,108000
Data Manager,US,SE,FT,145000
Data Manager,US,SE,FT,130000
Data Scientist,GB,SE,FT,277300
Data Scientist,GB,SE,FT,213300
Data Scientist,US,SE,FT,180000
Data Scientist,US,SE,FT,135000
Data Engineer,US,SE,FT,209000
Data Engineer,US,SE,FT,135000
Applied Scientist,US,SE,FT,260000
Applied Scientist,US,SE,FT,136000
Data Engineer,US,SE,FT,209000
Data Engineer,US,SE,FT,135000
Data Scientist,US,SE,FT,184250
Data Scientist,US,SE,FT,167500
Data Engineer,US,SE,FT,95000
Data Engineer,US,SE,FT,85000
Data Scientist,US,MI,FT,230000
Data Scientist,US,MI,FT,175000
Data Analyst,US,SE,FT,154440
Data Analyst,US,SE,FT,68550
Data Analyst,US,EN,FT,90000
Data Analyst,US,EN,FT,60000
Data Engineer,US,SE,FT,226600
Data Engineer,US,SE,FT,140100
Business Intelligence Analyst,US,SE,FT,171050
Business Intelligence Analyst,US,SE,FT,124400
Data Engineer,US,SE,FT,225500
Data Engineer,US,SE,FT,139400
Machine Learning Engineer,US,SE,FT,226600
Machine Learning Engineer,US,SE,FT,140100
Data Engineer,US,SE,FT,162000
Data Engineer,US,SE,FT,111000
Data Analyst,GB,EN,FT,49216
Data Analyst,GB,EN,FT,41833
Data Scientist,US,SE,FT,136000
Data Scientist,US,SE,FT,104000
Data Architect,US,SE,FT,80000
Data Architect,US,SE,FT,52500
Data Engineer,US,SE,FT,150000
Data Engineer,US,SE,FT,115000
Research Engineer,US,SE,FT,253000
Research Engineer,US,SE,FT,156400
Machine Learning Engineer,US,SE,FT,300000
Machine Learning Engineer,US,SE,FT,235000
Data Analyst,US,SE,FT,223100
Data Analyst,US,SE,FT,114700
Data Analyst,GB,SE,FT,172800
Data Analyst,GB,SE,FT,110000
Data Analyst,US,SE,FT,95000
Data Analyst,US,SE,FT,70000
Data Scientist,US,SE,FT,180000
Data Scientist,US,SE,FT,120000
Data Engineer,US,MI,FT,152375
Data Engineer,US,MI,FT,94000
Data Engineer,CA,SE,FT,183000
Data Engineer,CA,SE,FT,125000
Data Scientist,US,SE,FT,185900
Data Scientist,US,SE,FT,129300
Data Analyst,US,SE,FT,120350
Data Analyst,US,SE,FT,74400
Data Analyst,US,SE,FT,134000
Data Analyst,US,SE,FT,120000
Data Engineer,US,SE,FT,258750
Data Engineer,US,SE,FT,172500
Machine Learning Engineer,US,SE,FT,254000
Machine Learning Engineer,US,SE,FT,200000
Data Scientist,US,SE,FT,153600
Data Scientist,US,SE,FT,106800
Applied Scientist,US,SE,FT,230000
Applied Scientist,US,SE,FT,196000
Data Scientist,US,SE,FT,185900
Data Scientist,US,SE,FT,129300
Data Engineer,US,EX,FT,220000
Data Engineer,US,EX,FT,150000
Machine Learning Engineer,US,SE,FT,226600
Machine Learning Engineer,US,SE,FT,140100
Research Scientist,US,SE,FT,248100
Research Scientist,US,SE,FT,145900
Data Engineer,US,SE,FT,155000
Data Engineer,US,SE,FT,109528
Applied Scientist,US,SE,FT,248100
Applied Scientist,US,SE,FT,145900
Data Analyst,GB,SE,FT,134200
Data Analyst,GB,SE,FT,103200
Data Engineer,US,SE,FT,240500
Data Engineer,US,SE,FT,123700
Applied Scientist,US,SE,FT,192000
Applied Scientist,US,SE,FT,164000
Machine Learning Engineer,US,SE,FT,269500
Machine Learning Engineer,US,SE,FT,166600
Data Analyst,US,SE,FT,93919
Data Analyst,US,SE,FT,51962
Data Analyst,US,SE,FT,93919
Data Analyst,US,SE,FT,51962
Data Architect,US,SE,FT,180000
Data Architect,US,SE,FT,115000
Data Analyst,US,SE,FT,186600
Data Analyst,US,SE,FT,119800
Data Engineer,US,SE,FT,160000
Data Engineer,US,SE,FT,75000
Data Architect,US,SE,FT,200000
Data Architect,US,SE,FT,115000
Data Analyst,US,SE,FT,280000
Data Analyst,US,SE,FT,200000
Applied Scientist,US,SE,FT,260000
Applied Scientist,US,SE,FT,136000
Machine Learning Engineer,US,SE,FT,383910
Machine Learning Engineer,US,SE,FT,315850
Data Scientist,US,SE,FT,235000
Data Scientist,US,SE,FT,204000
Machine Learning Engineer,US,SE,FT,254000
Machine Learning Engineer,US,SE,FT,200000
Applied Scientist,US,MI,FT,198000
Applied Scientist,US,MI,FT,132000
Data Scientist,US,MI,FT,141600
Data Scientist,US,MI,FT,94400
Data Engineer,US,MI,FT,135000
Data Engineer,US,MI,FT,108000
Data Scientist,US,SE,FT,209450
Data Scientist,US,SE,FT,167560
Data Engineer,US,SE,FT,122000
Data Engineer,US,SE,FT,94000
Data Engineer,US,EN,FT,80000
Data Engineer,US,EN,FT,52500
Data Scientist,US,SE,FT,238000
Data Scientist,US,SE,FT,149500
Data Scientist,US,SE,FT,258000
Data Scientist,US,SE,FT,202000
Data Engineer,US,SE,FT,186600
Data Engineer,US,SE,FT,116500
Data Engineer,US,SE,FT,220000
Data Engineer,US,SE,FT,160000
Applied Scientist,US,SE,FT,222200
Applied Scientist,US,SE,FT,136000
Data Scientist,US,SE,FT,228000
Data Scientist,US,SE,FT,136000
Data Engineer,GB,MI,FT,61520
Data Engineer,GB,MI,FT,43064
Applied Scientist,US,SE,FT,175000
Applied Scientist,US,SE,FT,145000
Data Analyst,US,SE,FT,195000
Data Analyst,US,SE,FT,140000
Data Engineer,US,SE,FT,180000
Data Engineer,US,SE,FT,165000
Research Scientist,US,MI,FT,220000
Research Scientist,US,MI,FT,190000
Machine Learning Engineer,DE,SE,FT,113366
Data Analyst,GB,MI,FT,86128
Machine Learning Engineer,GB,SE,FT,146000
Machine Learning Engineer,GB,SE,FT,97400
Data Scientist,US,SE,FT,278700
Data Scientist,US,SE,FT,159300
Data Engineer,US,SE,FT,226600
Data Engineer,US,SE,FT,140100
Data Scientist,US,SE,FT,323300
Data Scientist,US,SE,FT,184700
Data Engineer,US,MI,FT,135000
Data Engineer,US,MI,FT,108000
Data Analyst,CA,EN,FT,40747
Data Engineer,US,SE,FT,170000
Data Engineer,US,SE,FT,120000
Data Engineer,US,SE,FT,166364
Data Engineer,US,SE,FT,116455
Business Intelligence Analyst,US,SE,FT,145000
Business Intelligence Analyst,US,SE,FT,125000
Machine Learning Engineer,US,SE,FT,184950
Machine Learning Engineer,US,SE,FT,119250
Data Engineer,US,MI,FT,95000
Data Engineer,US,MI,FT,76000
Data Engineer,US,EN,FT,80000
Data Engineer,US,EN,FT,52500
Data Analyst,US,SE,FT,160000
Data Analyst,US,SE,FT,131000
Data Scientist,US,SE,FT,168000
Data Scientist,US,SE,FT,130000
Machine Learning Engineer,US,SE,FT,250000
Machine Learning Engineer,US,SE,FT,140000
Data Engineer,US,SE,FT,145000
Data Engineer,US,SE,FT,115000
Data Scientist,US,SE,FT,222000
Data Scientist,US,SE,FT,166500
Data Engineer,US,SE,FT,205600
Data Engineer,US,SE,FT,105700
Data Scientist,US,SE,FT,136000
Data Scientist,US,SE,FT,104000
Research Engineer,US,SE,FT,211200
Research Engineer,US,SE,FT,176000
Data Analyst,US,SE,FT,230000
Data Analyst,US,SE,FT,135000
Data Analyst,US,MI,FT,80000
Data Analyst,US,MI,FT,60000
Business Intelligence Analyst,US,SE,FT,200000
Business Intelligence Analyst,US,SE,FT,180000
Data Scientist,US,SE,FT,155000
Data Scientist,US,SE,FT,139500
Research Scientist,US,EN,FT,200000
Research Scientist,US,EN,FT,120000
Data Scientist,US,EX,FT,126500
Data Scientist,US,EX,FT,78000
Data Scientist,US,SE,FT,157750
Data Scientist,US,SE,FT,104650
Data Scientist,US,SE,FT,176000
Data Scientist,US,SE,FT,133000
Data Analyst,US,MI,FT,120000
Data Analyst,US,MI,FT,100000
Research Scientist,US,MI,FT,190000
Research Scientist,US,MI,FT,158080
Data Analyst,US,SE,FT,182000
Data Analyst,US,SE,FT,150000
Data Engineer,US,SE,FT,171250
Data Engineer,US,SE,FT,113750
Data Engineer,US,SE,FT,252000
Data Engineer,US,SE,FT,129000
Machine Learning Engineer,US,SE,FT,231000
Machine Learning Engineer,US,SE,FT,200800
Research Scientist,US,EN,FT,250800
Research Scientist,US,EN,FT,167200
Research Scientist,US,EN,FT,250800
Research Scientist,US,EN,FT,167200
Data Scientist,US,SE,FT,159100
Data Scientist,US,SE,FT,120160
Analytics Engineer,US,SE,FT,140000
Analytics Engineer,US,SE,FT,110000
Machine Learning Engineer,US,MI,FT,165000
Machine Learning Engineer,US,MI,FT,149094
Business Intelligence Engineer,US,SE,FT,247500
Business Intelligence Engineer,US,SE,FT,172200
Data Engineer,US,SE,FT,175000
Data Engineer,US,SE,FT,130000
Data Scientist,US,SE,FT,225000
Data Scientist,US,SE,FT,156400
Applied Scientist,US,SE,FT,260000
Applied Scientist,US,SE,FT,136000
Data Analyst,US,SE,FT,85000
Data Analyst,US,SE,FT,72250
Data Engineer,US,EX,FT,162500
Data Engineer,US,EX,FT,130000
Data Manager,US,SE,FT,145000
Data Manager,US,SE,FT,130000
Data Engineer,US,SE,FT,205600
Data Engineer,US,SE,FT,105700
Research Analyst,US,SE,FT,83000
Research Analyst,US,SE,FT,63967
Research Analyst,US,SE,FT,188600
Research Analyst,US,SE,FT,111550
Machine Learning Engineer,US,SE,FT,219300
Machine Learning Engineer,US,SE,FT,143000
Machine Learning Engineer,US,SE,FT,232200
Machine Learning Engineer,US,SE,FT,133300
Data Engineer,US,SE,FT,130000
Data Engineer,US,SE,FT,80000
Machine Learning Engineer,DE,SE,FT,204060
Machine Learning Engineer,DE,SE,FT,140358
Data Engineer,US,MI,FT,198900
Data Engineer,US,MI,FT,183310
Research Analyst,GB,EN,FT,43064
Research Analyst,GB,EN,FT,43064
Machine Learning Engineer,US,SE,FT,204500
Machine Learning Engineer,US,SE,FT,142200
Machine Learning Engineer,US,SE,FT,392000
Machine Learning Engineer,US,SE,FT,224000
Data Engineer,US,SE,FT,233000
Data Engineer,US,SE,FT,199098
Data Engineer,US,SE,FT,172000
Data Engineer,US,SE,FT,107000
Data Analyst,US,SE,FT,93919
Data Analyst,US,SE,FT,51962
Research Scientist,US,SE,FT,220000
Research Scientist,US,SE,FT,150000
Data Engineer,US,MI,FT,128000
Data Engineer,US,MI,FT,81500
Research Scientist,US,SE,FT,200000
Research Scientist,US,SE,FT,150000
Machine Learning Engineer,US,SE,FT,208450
Machine Learning Engineer,US,SE,FT,151600
Machine Learning Engineer,US,SE,FT,208450
Machine Learning Engineer,US,SE,FT,151600
Research Engineer,US,SE,FT,240960
Research Engineer,US,SE,FT,200800
Data Scientist,US,MI,FT,120681
Data Scientist,US,MI,FT,72409
Applied Scientist,US,SE,FT,192000
Applied Scientist,US,SE,FT,164000
Data Engineer,US,EN,FT,80000
Data Engineer,US,EN,FT,52500
Research Engineer,US,SE,FT,250000
Research Engineer,US,SE,FT,176000
Research Scientist,US,SE,FT,250000
Research Scientist,US,SE,FT,170000
Research Scientist,US,SE,FT,250000
Research Scientist,US,SE,FT,200000
Data Scientist,US,SE,FT,136000
Data Scientist,US,SE,FT,104000
Data Scientist,US,MI,FT,230000
Data Scientist,US,MI,FT,175000
Data Engineer,US,MI,FT,167500
Data Engineer,US,MI,FT,106500
Machine Learning Engineer,US,SE,FT,226600
Machine Learning Engineer,US,SE,FT,140100
Data Scientist,US,SE,FT,359170
Data Scientist,US,SE,FT,310270
Data Scientist,US,SE,FT,359170
Data Scientist,US,SE,FT,295490
Data Scientist,US,SE,FT,178560
Data Scientist,US,SE,FT,148800
Data Scientist,US,SE,FT,278700
Data Scientist,US,SE,FT,159300
Data Engineer,US,EX,FT,167954
Data Engineer,US,EX,FT,115830
Machine Learning Engineer,US,SE,FT,150000
Machine Learning Engineer,US,SE,FT,125000
Machine Learning Engineer,US,SE,FT,331640
Machine Learning Engineer,US,SE,FT,267720
Data Engineer,US,SE,FT,331640
Data Engineer,US,SE,FT,283780
Research Engineer,US,SE,FT,189110
Research Engineer,US,SE,FT,139000
Machine Learning Engineer,US,SE,FT,199000
Machine Learning Engineer,US,SE,FT,145000
Analytics Engineer,GB,SE,FT,230000
Analytics Engineer,GB,SE,FT,170000
Machine Learning Engineer,US,SE,FT,331640
Machine Learning Engineer,US,SE,FT,283780
Data Analyst,US,SE,FT,66000
Data Analyst,US,SE,FT,52000
Data Manager,US,SE,FT,110400
Data Manager,US,SE,FT,68000
Data Scientist,US,SE,FT,323300
Data Scientist,US,SE,FT,184700
Data Scientist,US,SE,FT,202000
Data Scientist,US,SE,FT,140000
Data Scientist,US,SE,FT,235000
Data Scientist,US,SE,FT,200000
Data Scientist,US,SE,FT,359170
Data Scientist,US,SE,FT,295490
Data Scientist,US,SE,FT,316000
Data Scientist,US,SE,FT,202000
Analytics Engineer,US,SE,FT,178560
Analytics Engineer,US,SE,FT,148800
Data Engineer,US,SE,FT,170000
Data Engineer,US,SE,FT,120000
Machine Learning Engineer,US,SE,FT,226600
Machine Learning Engineer,US,SE,FT,140100
Data Analyst,US,SE,FT,166500
Data Analyst,US,SE,FT,113220
Machine Learning Engineer,US,SE,FT,247500
Machine Learning Engineer,US,SE,FT,172200
Machine Learning Engineer,US,SE,FT,365630
Machine Learning Engineer,US,SE,FT,315850
Business Intelligence Engineer,US,SE,FT,185000
Business Intelligence Engineer,US,SE,FT,79600
Applied Scientist,US,SE,FT,260000
Applied Scientist,US,SE,FT,136000
Data Engineer,US,SE,FT,229000
Data Engineer,US,SE,FT,131000
Data Analyst,US,SE,FT,105000
Data Analyst,US,SE,FT,70000
Data Scientist,US,SE,FT,185000
Data Scientist,US,SE,FT,86700
Data Engineer,US,SE,FT,180000
Data Engineer,US,SE,FT,150000
Data Engineer,US,SE,FT,145000
Data Engineer,US,SE,FT,115000
Data Analyst,US,SE,FT,192300
Data Analyst,US,SE,FT,153800
Applied Scientist,US,SE,FT,222200
Applied Scientist,US,SE,FT,136000
Data Engineer,US,SE,FT,150000
Data Engineer,US,SE,FT,90000
Data Scientist,US,SE,FT,155000
Data Scientist,US,SE,FT,139500
Data Analyst,US,MI,FT,131650
Data Analyst,US,MI,FT,105320
Applied Scientist,US,SE,FT,222200
Applied Scientist,US,SE,FT,136000
Applied Scientist,US,SE,FT,309400
Applied Scientist,US,SE,FT,159100
Machine Learning Engineer,US,SE,FT,235400
Machine Learning Engineer,US,SE,FT,160080
Data Analyst,US,SE,FT,146190
Data Analyst,US,SE,FT,119610
Research Scientist,US,MI,FT,190000
Research Scientist,US,MI,FT,175000
Data Scientist,US,SE,FT,299500
Data Scientist,US,SE,FT,245100
Data Scientist,GB,EX,FT,228856
Data Scientist,GB,EX,FT,144540
Research Scientist,US,SE,FT,210000
Research Scientist,US,SE,FT,151800
Machine Learning Engineer,US,SE,FT,331640
Machine Learning Engineer,US,SE,FT,267720
Data Architect,US,MI,FT,150000
